target_text,input_text
"two crore, eighty-five lakh, ninety-five thousand, seven hundred and eighty-one","two crore, eighty-five lakh, ninety-five thousand, seven hundred & eighty-one"
"two crore, eighty-five lakh, ninety-five thousand, seven hundred and eighty-one","two crore,  quite eighty-five lakh, ninety-five thousand, seven hundred and eighty-one"
"two crore, ninety-one lakh, one thousand, seven hundred and six","two crore, ninety-one lakh, one thousand, seven 1undred and six"
"two crore, ninety-one lakh, one thousand, seven hundred and six","two crore, ninety-one lakh, one thousand, seven hundred and six"
"two crore, ninety-one lakh, one thousand, seven hundred and six","twocrore,ninety-onelakh,onethousand,sevenhundredandsix"
"two crore, ninety-one lakh, one thousand, seven hundred and six","two crore, ninety-one lakh, one thousand, seven hundred  my and six"
"two crore, ninety-five lakh, thirty-three thousand, two hundred and seventy-nine","two crore, ninety-five lakh, thirty-three1thousand, two hundred and seventy-nine"
"two crore, ninety-five lakh, thirty-three thousand, two hundred and seventy-nine","two crore, ninety-five lakh, thirty-three thousand, two hundred and seventy-nine"
"two crore, ninety-five lakh, thirty-three thousand, two hundred and seventy-nine","two crore, ninety-five lakh, thirty-three thousand, two hundred & seventy-nine"
"two crore, ninety-five lakh, thirty-three thousand, two hundred and seventy-nine","two crore, ninety-five lakh course , thirty-three thousand, two hundred and seventy-nine"
"two crore, ninety-seven lakh, seventy-nine thousand, five hundred and sixty-three","teo crore, ninety-seven lakh, seventy-nine thousand, five hundred and sixty-three"
"two crore, ninety-seven lakh, seventy-nine thousand, five hundred and sixty-three","two crore, ninety-seven lakh, seventy-nine thousand, five hundred and sixty-three"
"two crore, ninety-seven lakh, seventy-nine thousand, five hundred and sixty-three","two crore, ninety-seven lakh, seventy-nine thousand, five hundred & sixty-three"
"two crore, ninety-seven lakh, seventy-nine thousand, five hundred and sixty-three","two crore, ninety-seven lakh, s walk eventy-nine thousand, five hundred and sixty-three"
"three crore, sixty thousand, four hundred and seventy-two","three crure, sixty thousand, four hundred and seventy-two"
"three crore, sixty thousand, four hundred and seventy-two","three crore, sixty thausand, four hundred and seventy-two"
"three crore, sixty thousand, four hundred and seventy-two","threecrore,sixtythousand,fourhundredandseventy-two"
"three crore, sixty thousand, four hundred and seventy-two","three crore, sixty th accept ousand, four hundred and seventy-two"
"three crore, eight lakh, sixty-one thousand, two hundred and seventy-nine","three crore, eiuht lakh, sixty-one thousand, two hundred and seventy-nine"
"three crore, eight lakh, sixty-one thousand, two hundred and seventy-nine","three crore, eight lakh, sixty-one thausand, two hundred and seventy-nine"
"three crore, eight lakh, sixty-one thousand, two hundred and seventy-nine","three crore, eight lakh, sixty-one thousand, two hundred & seventy-nine"
"three crore, eight lakh, sixty-one thousand, two hundred and seventy-nine","three crore, eight lakh, sixty-one thousand, two hundred and seventy question -nine"
"three crore, ten lakh, ninety-four thousand, eight hundred and fifty-four","three crore, ten lakh, ninety-four thousand, eight hundred aud fifty-four"
"three crore, ten lakh, ninety-four thousand, eight hundred and fifty-four","three crore, ten lakh, ninety-four thousand, eight hundred and fifty-four"
"three crore, ten lakh, ninety-four thousand, eight hundred and fifty-four","threecrore,tenlakh,ninety-fourthousand,eighthundredandfifty-four"
"three crore, ten lakh, ninety-four thousand, eight hundred and fifty-four","three crore, ten lakh, ninety-four thousand, eight hundr compare ed and fifty-four"
"three crore, thirteen lakh, forty-seven thousand, six hundred and sixty-seven","three crore, thirteen lake, forty-seven thousand, six hundred and sixty-seven"
"three crore, thirteen lakh, forty-seven thousand, six hundred and sixty-seven","three crore, thirteen lakh, forty-seven thousand, six hunderd and sixty-seven"
"three crore, thirteen lakh, forty-seven thousand, six hundred and sixty-seven","three crore, thirteen lakh, forty-seven thousand, six hundred & sixty-seven"
"three crore, thirteen lakh, forty-seven thousand, six hundred and sixty-seven","three crore, thirteen lakh, forty-seven thousand, six hundred and scene  sixty-seven"
"three crore, seventeen lakh, twenty-nine thousand, five hundred","three crore, seventeen lakh, twenty-nine theusand, five hundred"
"three crore, seventeen lakh, twenty-nine thousand, five hundred","three crore, seventeen lakh, twenty-nine thousand, five hundreds"
"three crore, seventeen lakh, twenty-nine thousand, five hundred","three crore, seventeen lakh, twenty-nine thousand, five hundred"
"three crore, seventeen lakh, twenty-nine thousand, five hundred","three crore, se side venteen lakh, twenty-nine thousand, five hundred"
"three crore, twenty-five lakh, thirty-three thousand, eight hundred and forty-two","three crore, twenty-five lakh, thirty-three thousand, eight hundrod and forty-two"
"three crore, twenty-five lakh, thirty-three thousand, eight hundred and forty-two","three crore, twenty-five lakh, thirty-three thousand, eight hundred and forty-twos"
"three crore, twenty-five lakh, thirty-three thousand, eight hundred and forty-two","three crore, twenty-five lakh, thirty-three thousand, eight hundred & forty-two"
"three crore, twenty-five lakh, thirty-three thousand, eight hundred and forty-two","three crore, twenty-five lakh, thirty-three thousand, eight hund least red and forty-two"
"three crore, twenty-eight lakh, one thousand, nine hundred and twenty-four","three crore, twenty-eight lakh, one thousand, ni1e hundred and twenty-four"
"three crore, twenty-eight lakh, one thousand, nine hundred and twenty-four","three crore, twenty-eight lakh, one thausand, nine hundred and twenty-four"
"three crore, twenty-eight lakh, one thousand, nine hundred and twenty-four","threecrore,twenty-eightlakh,onethousand,ninehundredandtwenty-four"
"three crore, twenty-eight lakh, one thousand, nine hundred and twenty-four","thr indicate ee crore, twenty-eight lakh, one thousand, nine hundred and twenty-four"
"three crore, thirty-three lakh, twenty-seven thousand, two hundred and forty-eight","turee crore, thirty-three lakh, twenty-seven thousand, two hundred and forty-eight"
"three crore, thirty-three lakh, twenty-seven thousand, two hundred and forty-eight","three crore, thirty-three lakh, twenty-seven thousand, two hunderd and forty-eight"
"three crore, thirty-three lakh, twenty-seven thousand, two hundred and forty-eight","threecrore,thirty-threelakh,twenty-seventhousand,twohundredandforty-eight"
"three crore, thirty-three lakh, twenty-seven thousand, two hundred and forty-eight","three crore, thirty-three lakh, twenty-seven thousand, two hundred and forty-ei billion ght"
"three crore, thirty-six lakh, ninety-two thousand, nine hundred and eighty-one","three crore, thirty-six lakh, ninety-two thousand, nineohundred and eighty-one"
"three crore, thirty-six lakh, ninety-two thousand, nine hundred and eighty-one","three crore, thirty-six lakh, ninety-two thousand, nine hunderd and eighty-one"
"three crore, thirty-six lakh, ninety-two thousand, nine hundred and eighty-one","three crore, thirty-six lakh, ninety-two thousand, nine hundred & eighty-one"
"three crore, thirty-six lakh, ninety-two thousand, nine hundred and eighty-one","three cro go re, thirty-six lakh, ninety-two thousand, nine hundred and eighty-one"
"three crore, forty-five lakh, fifty-three thousand, five hundred and sixty-one","threeicrore, forty-five lakh, fifty-three thousand, five hundred and sixty-one"
"three crore, forty-five lakh, fifty-three thousand, five hundred and sixty-one","three crore, forty-five lakh, fifty-three thausand, five hundred and sixty-one"
"three crore, forty-five lakh, fifty-three thousand, five hundred and sixty-one","threecrore,forty-fivelakh,fifty-threethousand,fivehundredandsixty-one"
"three crore, forty-five lakh, fifty-three thousand, five hundred and sixty-one","three crore, f standard orty-five lakh, fifty-three thousand, five hundred and sixty-one"
"three crore, fifty lakh, eighty-seven thousand, eight hundred and nine","three crore, fifty lakh, eighty-seven thousand, eight hundred and nine"
"three crore, fifty lakh, eighty-seven thousand, eight hundred and nine","three crore, fifty lakh, eighty-seven thausand, eight hundred and nine"
"three crore, fifty lakh, eighty-seven thousand, eight hundred and nine","three crore, fifty lakh, eighty-seven thousand, eight hundred & nine"
"three crore, fifty lakh, eighty-seven thousand, eight hundred and nine","three c recent rore, fifty lakh, eighty-seven thousand, eight hundred and nine"
"three crore, fifty-nine lakh, thirty-two thousand, nine hundred and twenty-six","three crore, fifty-nine lakh, thirty-two thousand, nine hundred and twenty-six"
"three crore, fifty-nine lakh, thirty-two thousand, nine hundred and twenty-six","three crore, fifty-nine lakh, thirty-two thousand, nine hundred and twenty-sixs"
"three crore, fifty-nine lakh, thirty-two thousand, nine hundred and twenty-six","threecrore,fifty-ninelakh,thirty-twothousand,ninehundredandtwenty-six"
"three crore, fifty-nine lakh, thirty-two thousand, nine hundred and twenty-six","three crore, fifty-nine lakh, thirty-two thousand, nine hundred and twenty-si along x"
"three crore, sixty-nine lakh, twenty-five thousand, one hundred and seventeen","three crore, sixty-nine lakh, twenty-five thousand, one hundoed and seventeen"
"three crore, sixty-nine lakh, twenty-five thousand, one hundred and seventeen","three crore, sixty-nine lakh, twenty-five thausand, one hundred and seventeen"
"three crore, sixty-nine lakh, twenty-five thousand, one hundred and seventeen","three crore, sixty-nine lakh, twenty-five thousand, one hundred & seventeen"
"three crore, sixty-nine lakh, twenty-five thousand, one hundred and seventeen","three crore, sixty-nine lakh, twenty-five t national housand, one hundred and seventeen"
"three crore, seventy-seven lakh, fifty-nine thousand, six hundred and six","three crore, seventy-seven lakh, fifey-nine thousand, six hundred and six"
"three crore, seventy-seven lakh, fifty-nine thousand, six hundred and six","three crore, seventy-seven lakh, fifty-nine thausand, six hundred and six"
"three crore, seventy-seven lakh, fifty-nine thousand, six hundred and six","three crore, seventy-seven lakh, fifty-nine thousand, six hundred & six"
"three crore, seventy-seven lakh, fifty-nine thousand, six hundred and six","three crore, seventy-seven lakh, fifty-nine thousand, six more  hundred and six"
"three crore, eighty-two lakh, forty-four thousand and sixty-six","three crore, eighty-two lakh, forty-four thuusand and sixty-six"
"three crore, eighty-two lakh, forty-four thousand and sixty-six","three crore, eighty-two lakh, forty-four thousand and sixty-six"
"three crore, eighty-two lakh, forty-four thousand and sixty-six","threecrore,eighty-twolakh,forty-fourthousandandsixty-six"
"three crore, eighty-two lakh, forty-four thousand and sixty-six","three crore, eigh officer ty-two lakh, forty-four thousand and sixty-six"
"three crore, eighty-seven lakh, twenty-eight thousand, eight hundred and one","three crore, eighty-seven lakh, twenuy-eight thousand, eight hundred and one"
"three crore, eighty-seven lakh, twenty-eight thousand, eight hundred and one","three crore, eighty-seven lakh, twenty-eight thousand, eight hundred and ones"
"three crore, eighty-seven lakh, twenty-eight thousand, eight hundred and one","threecrore,eighty-sevenlakh,twenty-eightthousand,eighthundredandone"
"three crore, eighty-seven lakh, twenty-eight thousand, eight hundred and one","three crore, eighty-seven lakh, protect  twenty-eight thousand, eight hundred and one"
"three crore, ninety-two lakh, two thousand and twenty-two","three crore, ninety-two lakh, two thousand and twente-two"
"three crore, ninety-two lakh, two thousand and twenty-two","three crore, ninety-two lakh, two thousand and twenty-two"
"three crore, ninety-two lakh, two thousand and twenty-two","threecrore,ninety-twolakh,twothousandandtwenty-two"
"three crore, ninety-two lakh, two thousand and twenty-two","three crore, ninety-two lakh, two th significant ousand and twenty-two"
"three crore, ninety-nine lakh, six thousand, four hundred and twenty-four","three crore, ninety-nine lakh, six thousand, foor hundred and twenty-four"
"three crore, ninety-nine lakh, six thousand, four hundred and twenty-four","three crore, ninety-nine lakh, six thousand, four hundred and twenty-four"
"three crore, ninety-nine lakh, six thousand, four hundred and twenty-four","threecrore,ninety-ninelakh,sixthousand,fourhundredandtwenty-four"
"three crore, ninety-nine lakh, six thousand, four hundred and twenty-four","three crore, ninety-nine lakh, six thousand, four hun generation dred and twenty-four"
